1.565303786194824909e-01,6.216102912850118845e-02,6.646589238939892841e-02,7.361776954546028762e-01,4.240429885458262271e-01,3.412504408622096808e-02,7.999656198022915277e-01,1.039311874775994404e-01,4.792095194602471464e-01,9.808184479437822567e-01,3.451936865689613221e-01,5.284238735316304503e-01,9.833291480855228528e-01,5.922752824199906119e-01,6.889650740939784468e-01,7.273929078150100924e-01,8.216455095291743671e-01,8.053880970594994304e-01,5.013213842941804943e-01,4.679693653550371923e-01,2.203715266053959398e-01,7.465669107202788091e-01,5.292036366429292427e-01,1.033296821231751705e-01,7.259159387755366177e-01,2.888979852013656702e-01,4.943933249211001080e-01,4.541775040687758835e-01,2.920669016338008905e-01,5.196917404533085705e-02,4.968717672680382780e-01,3.361823082185370071e-01,7.783009289001177056e-01,5.869412961265375595e-01,1.229426785222084151e-01,5.680327380404649462e-01,2.844971132111910883e-01,1.836847860563949331e-01,7.179469286050116361e-01,9.837458722288400237e-01,6.271411505792690022e-04,3.738274141799392547e-01,1.350893302051933142e-01,4.696376957080052872e-01,9.921543329949119583e-01,2.313708174916210281e-01,4.771289229315553992e-01,9.144576104855871579e-01,4.901689779983542383e-01,8.076274942115666544e-01,7.572733331530323575e-02
5.117025112012401067e-01,9.430823602323350485e-01,7.830666121648826028e-01,1.111944581867190252e-01,5.843357939540029244e-01,7.290875052872353157e-01,8.856819303632612606e-02,9.088003903934160910e-03,3.472450919256515611e-01,8.474586927308543904e-01,4.419068595724128246e-01,2.644985182843406779e-01,9.021469818558514042e-02,5.004059185212581529e-01,2.520628062497591859e-01,1.817576954955038016e-01,7.448763675858521838e-01,8.198425091406493781e-01,7.477337060705496752e-01,9.210338042128398683e-01,4.887189417083753762e-01,8.953944697901047300e-01,7.182808465541316023e-01,6.387135537469063040e-01,1.198462840968026466e-01,2.425852096325840090e-01,4.160127632546709586e-01,4.191087973459570737e-01,4.630936713538745808e-01,4.325720441659917093e-01,2.923199905080372529e-01,8.992471449682051254e-01,5.551174246159337189e-01,4.040299374162606982e-01,5.874096017563892325e-01,5.736270454749016201e-01,4.871701094252738340e-01,3.356884689136352407e-01,9.307578657457207250e-01,3.828064729806274213e-01,3.700262795858559883e-01,7.846267538720358425e-01,6.543372461706598031e-02,6.399054623655223706e-01,2.619855928619142516e-01,4.028005534372053331e-01,1.207644136986372185e-01,7.466107956300068738e-01,4.141074016481072206e-01,3.583166618187426655e-01,5.415634699693451237e-01
7.624080933185335418e-01,1.565186035995267400e-01,2.995310021274852907e-01,9.096975920235250701e-01,3.475837791650313591e-01,4.698935199109387506e-01,3.465335340288223653e-01,5.222150223913678557e-01,6.612303358362867645e-01,5.747790455371959428e-01,7.925530785164823788e-01,2.756517671925883262e-01,1.229534978910085119e-02,9.375688857069830462e-02,5.788250305703268594e-01,6.001057243381977546e-01,5.770307974808344120e-01,7.662020786227737856e-01,2.961027764628963999e-01,5.503203167569470367e-04,9.777727719428097597e-02,3.905698413263839486e-01,8.980610164933306994e-01,2.725398929597926401e-01,9.300065936668611144e-01,7.266626545446488450e-01,6.666367794844729744e-01,4.413050117335864941e-01,3.093442690641292625e-01,7.410430038657705998e-01,5.995343102767820564e-01,6.798437296956019171e-01,3.224250260854522043e-02,1.938204923305872907e-01,7.514121957214421332e-01,8.866904796614236695e-01,4.677835889971514449e-01,3.596825649580963624e-01,5.011348668907924520e-01,5.843508997330760790e-01,8.579860583123205542e-01,1.444348512256929951e-01,1.739662490154662011e-01,7.552625705846545134e-01,1.231012189815856583e-01,3.441990567523889322e-01,7.049033141830978177e-01,7.845161544867621517e-01,6.035762734324591205e-01,2.078165115454501111e-01,4.452265442202356649e-01
8.659674925785243449e-02,8.893951428472883780e-01,4.398582160060847679e-01,6.536054949606645570e-01,3.482273087814640178e-01,6.428939269975838533e-01,8.235387882643919744e-01,2.969341168590078350e-02,4.614744236608737671e-01,8.186707529993394461e-01,5.661862870223096644e-01,4.644831459284881614e-01,7.820991983958920368e-01,9.722168326623419343e-01,9.066680006640159828e-02,4.479403457067107075e-01,3.544790171759911734e-01,6.348248583955886648e-01,2.958336490916337880e-01,5.178800809746538780e-01,4.144124224764309528e-01,1.412299261417963026e-01,7.187998093648986231e-01,8.623641792170981812e-01,7.938472541670643645e-01,9.819807790903311018e-01,8.396887867356697122e-01,9.310607275933585614e-01,7.328697126631589231e-02,4.530256300243794554e-01,1.166066579507283318e-01,4.941648082947600606e-01,7.914783367064589514e-01,9.283450803624475611e-01,3.381412533414982491e-01,5.152847969809282169e-02,2.168700979613268354e-01,8.834254572883791790e-01,4.718203990666743897e-01,2.217964444058345697e-01,4.411821103979690628e-01,4.385940949559958835e-01,7.139898796208188347e-02,4.539024765303175668e-01,3.249829304037892275e-01,3.600544560961079776e-01,1.472763982099024593e-01,8.958123077221396002e-01,2.135583189907482859e-01,8.056784602747256718e-01,9.366063744073781505e-01
9.827026710217051653e-01,1.340987933902931806e-01,7.253744264517081319e-01,2.503608114096740334e-01,6.342994455951673771e-01,4.063261437599243742e-01,5.708256090304786312e-02,4.141010109766223302e-01,4.789547385213186459e-01,1.234893125953175907e-01,9.394250521087510464e-02,8.183615099568075646e-02,5.680534920053146308e-01,9.206692371692325461e-01,1.802421158775380228e-03,4.903297789853633404e-01,9.444356338005748253e-01,9.190855502044307235e-01,2.905663948099274085e-01,5.953496875433276214e-01,8.373126522016250961e-01,1.558968269409879426e-01,6.632304343623875997e-01,5.087040228666064312e-01,7.014583153558704431e-01,2.781696722454064519e-01,4.763040356298154920e-01,8.729095935218426083e-01,9.904900611803302279e-02,4.722494290641492398e-01,5.466492646528591237e-01,6.003285963068808462e-01,8.175887363421776577e-01,3.056472187295303788e-01,3.509041369715723002e-01,9.217288411338220300e-02,5.106540224390653249e-01,4.445709246060377540e-01,5.556273186407157949e-01,2.601133797276717896e-01,9.998628692477058433e-01,8.761456919852484981e-01,8.790827542025282382e-01,6.445100038808474485e-01,6.275649176778971272e-01,6.646303278074479071e-01,6.631162281351743459e-03,7.610570663672622249e-01,9.175481308695130345e-01,6.057423861211492788e-01,4.503212134136711509e-01
9.402178601260401392e-01,5.419375579828131784e-01,3.474926902807552453e-01,8.492088445063478153e-01,6.532156549908928467e-01,6.218973848752749056e-01,5.995897215599782504e-01,8.512185485355537873e-01,6.981245893044094597e-01,4.023819545656737162e-02,9.905827584987926260e-01,9.060005171125234957e-01,6.498985893047867224e-01,2.366858877233594116e-01,7.983458268482968023e-01,4.972903475493120062e-01,3.978394887090167531e-01,5.866811794764622556e-01,9.918269429164241480e-01,2.128196960339737709e-01,5.847159759861054740e-01,8.635279992010345129e-01,7.075380091865406396e-01,2.517362446317714664e-01,4.524664153815494139e-01,4.646426030173079758e-01,8.266015661360733846e-01,8.015829160249439145e-01,6.091221803556953196e-01,7.839910095817452795e-01,3.818541285152717846e-01,7.167827716893220291e-01,8.709113134930848155e-01,9.002469833347106487e-01,5.494632255665738985e-01,5.506462299744869782e-01,6.854594995286188430e-01,9.633748660519034779e-01,1.437884609740942565e-01,6.105504296581765189e-01,8.374114705825627114e-01,5.238428253977021054e-01,2.829658783078341511e-01,5.649967409188980660e-01,3.372151473268752975e-01,1.145659037209784126e-01,9.273992902163907814e-02,4.956293192011715920e-01,1.146652978479794083e-01,3.424463096209950930e-01,4.374799738409124172e-01
6.879792579465285884e-01,6.356398524206985368e-02,8.977279730219536180e-01,1.903136960164945046e-01,9.988615343188067541e-01,9.070697732121379975e-01,2.273539898843822682e-01,1.348081057754113576e-01,2.846145769749801602e-01,7.636162268290902500e-02,1.942022977844991560e-01,6.895038364228899264e-01,4.004371971681849329e-01,3.000597021516462348e-01,8.872309760743151141e-01,8.724497425332985445e-01,9.205231738515793349e-01,2.285292784008408074e-02,9.757740922770575809e-01,5.682078524846836398e-01,7.411646918804366546e-01,5.718762676505958487e-01,1.929362763818738280e-01,3.472733800345154664e-01,6.107653934598524792e-01,1.247540876064241466e-01,8.144824307440493572e-01,2.648957818486595839e-01,5.452947339056460896e-01,7.843829981071118729e-01,7.914457947527930859e-01,4.408319717976231233e-01,8.579797945543446991e-01,1.808011030780932726e-01,7.729018206051799789e-01,7.040460039047673479e-01,6.555266286960926836e-01,9.559169670835876431e-01,7.840088583522754062e-01,4.433432113706834432e-01,8.144571195093138760e-01,9.594856843118657608e-01,6.373134551364589839e-01,1.287606724764286392e-01,3.699707442654176504e-02,8.556179844889687525e-01,1.167563992680825669e-01,7.359608443263503386e-01,6.780624790139002656e-01,7.477348269411019377e-01,6.851496603172295696e-01
4.965562936814090778e-01,4.622539788294665053e-01,1.353424231638120645e-01,3.721298074664544098e-01,3.785026796446995245e-01,5.856987047135200353e-01,8.032902642845872743e-01,4.573183119952617393e-01,9.419575480088618891e-01,4.315689451607641614e-01,7.553023883011957818e-01,4.454192734184720948e-01,7.509045851705992147e-01,3.965952050254605288e-01,5.519941889053752160e-01,6.394189995690394701e-01,6.047600809455729864e-01,3.540163603863374364e-01,4.972760132466105265e-01,1.413146078547050655e-01,6.636005610999148319e-01,6.041512927220075158e-01,4.058109555014475234e-01,5.168767834222457447e-01,7.998015302140937255e-01,7.538157091195003545e-01,5.752111997392929110e-01,3.488783512937060349e-01,9.663504284828429158e-01,2.767118948519532440e-01,1.540358416345144477e-02,8.532542453243330272e-01,1.020950454060010060e-01,8.541444763316976552e-01,4.669777651331246116e-01,9.568209143946250217e-01,9.649410903195292377e-01,1.906321141954678833e-01,3.582675687982923574e-01,9.236977036646908390e-01,9.787087188630188006e-01,9.111790784544205879e-01,8.487962695075836894e-01,6.398831303836367557e-01,9.856686988520514392e-01,6.152264200830888097e-01,4.556811435655230280e-01,2.330300449012649988e-01,9.918382816612045794e-01,4.513680387037879438e-01,9.839015302704747779e-01
2.575035446064869449e-01,5.812615387080557472e-01,5.824650349093503099e-01,6.529297040828915266e-01,2.473506630073963874e-01,1.336166122086224206e-02,1.090627725602906217e-01,4.533637739726822380e-01,4.093320756356082502e-01,2.899862304868628948e-01,8.063504284697868840e-01,5.422607177571161508e-01,2.564550186268877985e-01,2.589237281984356764e-01,7.828979912250511042e-03,3.627358769178123943e-02,8.823552120387707642e-01,2.247122658526989891e-01,9.140932078006044348e-01,1.049688990628077079e-01,8.204787824350319170e-01,9.048234518572930707e-01,8.639410094190729250e-01,8.042418630893077847e-02,7.730359981909099565e-01,2.486632563171256027e-01,5.330777684273424466e-01,7.433555403087193092e-01,4.095766080451189728e-01,9.430481724841689450e-01,4.152136214002636327e-01,7.255675541669126538e-02,2.407544301598463221e-01,5.926811129652437282e-01,1.012873952461452731e-01,4.971204301056456609e-01,3.979731060130520248e-02,5.716290002727844044e-01,3.507580175412927659e-02,5.177653163837049322e-01,7.817794844739678339e-01,8.036087278645624998e-01,5.309246782346461746e-01,4.000093514328143529e-01,4.692176126570559713e-01,7.896457634135197745e-01,9.238949608513722378e-01,8.800519797976869008e-01,9.851909767119404471e-02,5.076429177941049753e-01,7.556007019327577456e-01
9.884004432535098417e-02,1.848979196478466314e-01,2.943946902116056918e-02,3.995715386923525125e-01,5.538733674819906749e-01,6.988839495605813079e-01,4.379361146804782168e-01,1.058645270398431704e-01,8.709216324962778533e-01,2.041500443554283839e-01,2.421225669411184445e-01,5.124941561838164406e-01,2.598451230352122332e-01,2.735267308237112616e-01,7.281303920844776068e-01,6.987142470243377090e-01,3.020620971918628328e-01,6.266809742396587390e-01,4.346538995176635334e-01,8.235247253804276468e-01,7.648762394593145997e-01,3.500911618944578807e-01,9.051663865002749221e-01,1.737813338544350605e-01,8.192766113290318453e-01,2.208000093669377772e-01,6.673380752090883883e-01,2.271050269218111151e-02,6.017705412052064551e-01,6.261333047502358751e-01,4.799328284745119078e-01,9.873266984371602550e-01,6.723690181215551398e-01,5.375756796961592698e-01,4.081955295516079829e-01,4.499250983625411315e-01,8.481991738019568627e-01,4.803353872547696524e-01,8.210477452946642885e-01,2.933631365124180768e-01,6.971503243067511679e-02,6.783771609167069672e-01,5.445482354769581868e-02,1.199923293239171240e-01,9.153895953949237052e-01,7.857149038788842077e-01,2.683677370405005425e-01,9.373675736740234576e-01,3.807990610402168796e-01,5.755550075244173502e-01,9.175347320840177012e-02
